| MORGAN      | MCDORMAND    | ARABIA DOGMA                |
| ANGELINA    | ASTAIRE      | WARDROBE PHANTOM            |
| WALTER      | TORN         | WARDROBE PHANTOM            |
| WARREN      | NOLTE        | WARDROBE PHANTOM            |
| RIVER       | DEAN         | WARDROBE PHANTOM            |
| GREGORY     | GOODING      | WARDROBE PHANTOM            |
| THORA       | TEMPLE       | WARDROBE PHANTOM            |
| GRACE       | MOSTEL       | WARLOCK WEREWOLF            |
| HELEN       | VOIGHT       | WARLOCK WEREWOLF            |
| WILL        | WILSON       | WARLOCK WEREWOLF            |
| GROUCHO     | WILLIAMS     | WARLOCK WEREWOLF            |
| HUMPHREY    | GARLAND      | WARLOCK WEREWOLF            |
| AUDREY      | BAILEY       | WARLOCK WEREWOLF            |
| MARY        | TANDY        | WARS PLUTO                  |
| MINNIE      | ZELLWEGER    | WARS PLUTO                  |
| ED          | GUINESS      | WARS PLUTO                  |
| BURT        | TEMPLE       | WARS PLUTO                  |
| MENA        | TEMPLE       | WASH HEAVENLY               |
| SPENCER     | PECK         | WASH HEAVENLY               |
| SUSAN       | DAVIS        | WASH HEAVENLY               |
| MORGAN      | MCDORMAND    | WASH HEAVENLY               |
| SALMA       | NOLTE        | WASH HEAVENLY               |
| LUCILLE     | TRACY        | WASTELAND DIVINE            |
| CAMERON     | ZELLWEGER    | WASTELAND DIVINE            |
| DARYL       | CRAWFORD     | WASTELAND DIVINE            |
| JAYNE       | NOLTE        | WASTELAND DIVINE            |
| AL          | GARLAND      | WASTELAND DIVINE            |
| JAYNE       | SILVERSTONE  | WASTELAND DIVINE            |
| VAL         | BOLGER       | WATCH TRACY                 |
| FAY         | KILMER       | WATCH TRACY                 |
| CARY        | MCCONAUGHEY  | WATCH TRACY                 |
| GROUCHO     | SINATRA      | WATCH TRACY                 |
| JEFF        | SILVERSTONE  | WATCH TRACY                 |
| JOE         | SWANK        | WATERFRONT DELIVERANCE      |
| CHRISTIAN   | GABLE        | WATERFRONT DELIVERANCE      |
| ELVIS       | MARX         | WATERFRONT DELIVERANCE      |
| MICHELLE    | MCCONAUGHEY  | WATERFRONT DELIVERANCE      |
| SEAN        | WILLIAMS     | WATERFRONT DELIVERANCE      |
| BEN         | HARRIS       | WATERFRONT DELIVERANCE      |
| MILLA       | PECK         | WATERSHIP FRONTIER          |
| DAN         | HARRIS       | WATERSHIP FRONTIER          |
| ANGELA      | HUDSON       | WATERSHIP FRONTIER          |
| ALBERT      | NOLTE        | WATERSHIP FRONTIER          |
| CATE        | MCQUEEN      | WATERSHIP FRONTIER          |
| MICHAEL     | BOLGER       | WATERSHIP FRONTIER          |
| ED          | CHASE        | WEDDING APOLLO              |
| CHRISTIAN   | GABLE        | WEDDING APOLLO              |
| UMA         | WOOD         | WEDDING APOLLO              |
| VAL         | BOLGER       | WEDDING APOLLO              |
| WARREN      | NOLTE        | WEDDING APOLLO              |
| HARRISON    | BALE         | WEDDING APOLLO              |
| LIZA        | BERGMAN      | WEDDING APOLLO              |
| ALBERT      | JOHANSSON    | WEDDING APOLLO              |
| IAN         | TANDY        | WEDDING APOLLO              |
| HUMPHREY    | GARLAND      | WEDDING APOLLO              |
| ED          | CHASE        | WEEKEND PERSONAL            |
| FRED        | COSTNER      | WEEKEND PERSONAL            |
| JULIA       | MCQUEEN      | WEEKEND PERSONAL            |
| JIM         | MOSTEL       | WEEKEND PERSONAL            |
| SPENCER     | DEPP         | WEEKEND PERSONAL            |
| SYLVESTER   | DERN         | WEEKEND PERSONAL            |
| GRETA       | MALDEN       | WEEKEND PERSONAL            |
| VIVIEN      | BASINGER     | WEEKEND PERSONAL            |
| HUMPHREY    | GARLAND      | WEEKEND PERSONAL            |
| REESE       | WEST         | WEEKEND PERSONAL            |
| CUBA        | OLIVIER      | WEREWOLF LOLA               |
| GROUCHO     | SINATRA      | WEREWOLF LOLA               |
| KENNETH     | PESCI        | WEREWOLF LOLA               |
| GENE        | WILLIS       | WEREWOLF LOLA               |
| BEN         | HARRIS       | WEREWOLF LOLA               |
| VIVIEN      | BASINGER     | WEREWOLF LOLA               |
| OPRAH       | KILMER       | WEREWOLF LOLA               |
| ZERO        | CAGE         | WEST LION                   |
| CAMERON     | STREEP       | WEST LION                   |
| SEAN        | WILLIAMS     | WEST LION                   |
| CARY        | MCCONAUGHEY  | WEST LION                   |
| MORGAN      | HOPKINS      | WEST LION                   |
| CUBA        | ALLEN        | WEST LION                   |
| ALBERT      | JOHANSSON    | WEST LION                   |
| HUMPHREY    | GARLAND      | WEST LION                   |
| GREGORY     | GOODING      | WEST LION                   |
| PENELOPE    | GUINESS      | WESTWARD SEABISCUIT         |
| VIVIEN      | BERGEN       | WESTWARD SEABISCUIT         |
| PENELOPE    | PINKETT      | WESTWARD SEABISCUIT         |
| CHARLIZE    | DENCH        | WESTWARD SEABISCUIT         |
| KEVIN       | GARLAND      | WESTWARD SEABISCUIT         |
| LUCILLE     | DEE          | WESTWARD SEABISCUIT         |
| ED          | CHASE        | WHALE BIKINI                |
| AUDREY      | OLIVIER      | WHALE BIKINI                |
| HENRY       | BERRY        | WHALE BIKINI                |
| RIP         | WINSLET      | WHALE BIKINI                |
| GREGORY     | GOODING      | WHALE BIKINI                |
| MILLA       | PECK         | WHISPERER GIANT             |
| JESSICA     | BAILEY       | WHISPERER GIANT             |
| BELA        | WALKEN       | WHISPERER GIANT             |
| WOODY       | HOFFMAN      | WIFE TURN                   |
| JULIA       | BARRYMORE    | WIFE TURN                   |
| GINA        | DEGENERES    | WIFE TURN                   |
| CAMERON     | ZELLWEGER    | WIFE TURN                   |
| GRETA       | MALDEN       | WIFE TURN                   |
| MICHAEL     | BOLGER       | WIFE TURN                   |
| JOE         | SWANK        | WILD APOLLO                 |
| GARY        | PHOENIX      | WILD APOLLO                 |
| LISA        | MONROE       | WILD APOLLO                 |
| REESE       | WEST         | WILD APOLLO                 |
| REESE       | KILMER       | WILLOW TRACY                |
| JAMES       | PITT         | WILLOW TRACY                |
| CHARLIZE    | DENCH        | WIND PHANTOM                |
| ED          | GUINESS      | WIND PHANTOM                |
| RENEE       | BALL         | WIND PHANTOM                |
| LUCILLE     | TRACY        | WINDOW SIDE                 |
| ANNE        | CRONYN       | WINDOW SIDE                 |
| GINA        | DEGENERES    | WINDOW SIDE                 |
| WILLIAM     | HACKMAN      | WINDOW SIDE                 |
| SISSY       | SOBIESKI     | WISDOM WORKER               |
| REESE       | KILMER       | WISDOM WORKER               |
| WOODY       | JOLIE        | WISDOM WORKER               |
| JIM         | MOSTEL       | WISDOM WORKER               |
| SUSAN       | DAVIS        | WISDOM WORKER               |
| LAURA       | BRODY        | WISDOM WORKER               |
| WILLIAM     | HACKMAN      | WISDOM WORKER               |
| RALPH       | CRUZ         | WITCHES PANIC               |
| SPENCER     | DEPP         | WITCHES PANIC               |
| WALTER      | TORN         | WITCHES PANIC               |
| REESE       | WEST         | WITCHES PANIC               |
| PENELOPE    | GUINESS      | WIZARD COLDBLOODED          |
| CHRISTIAN   | GABLE        | WIZARD COLDBLOODED          |
| TIM         | HACKMAN      | WIZARD COLDBLOODED          |
| PARKER      | GOLDBERG     | WIZARD COLDBLOODED          |
| ANNE        | CRONYN       | WIZARD COLDBLOODED          |
| MENA        | TEMPLE       | WIZARD COLDBLOODED          |
| RAY         | JOHANSSON    | WIZARD COLDBLOODED          |
| SUSAN       | DAVIS        | WIZARD COLDBLOODED          |
| WALTER      | TORN         | WIZARD COLDBLOODED          |
| SANDRA      | KILMER       | WOLVES DESIRE               |
| JAYNE       | NEESON       | WOLVES DESIRE               |
| CAMERON     | WRAY         | WOLVES DESIRE               |
| JESSICA     | BAILEY       | WOLVES DESIRE               |
| MORGAN      | HOPKINS      | WOLVES DESIRE               |
| GRETA       | KEITEL       | WOLVES DESIRE               |
| NICK        | STALLONE     | WOMEN DORADO                |
| CHRISTOPHER | BERRY        | WOMEN DORADO                |
| ELLEN       | PRESLEY      | WOMEN DORADO                |
| JIM         | MOSTEL       | WOMEN DORADO                |
| MICHAEL     | BENING       | WOMEN DORADO                |
| CHRISTIAN   | GABLE        | WON DARES                   |
| KIRSTEN     | PALTROW      | WON DARES                   |
| LISA        | MONROE       | WON DARES                   |
| RUSSELL     | CLOSE        | WON DARES                   |
| JULIA       | ZELLWEGER    | WON DARES                   |
| DUSTIN      | TAUTOU       | WONDERFUL DROP              |
| SUSAN       | DAVIS        | WONDERFUL DROP              |
| PENELOPE    | CRONYN       | WONDERFUL DROP              |
| HUMPHREY    | WILLIS       | WONDERFUL DROP              |
| CUBA        | OLIVIER      | WONDERLAND CHRISTMAS        |
| WOODY       | JOLIE        | WONDERLAND CHRISTMAS        |
| CHRIS       | BRIDGES      | WONDERLAND CHRISTMAS        |
| HARRISON    | BALE         | WONDERLAND CHRISTMAS        |
| HUMPHREY    | GARLAND      | WONDERLAND CHRISTMAS        |
| JULIA       | MCQUEEN      | WONKA SEA                   |
| HENRY       | BERRY        | WONKA SEA                   |
| GENE        | WILLIS       | WORDS HUNTER                |
| SUSAN       | DAVIS        | WORDS HUNTER                |
| SCARLETT    | BENING       | WORDS HUNTER                |
| ADAM        | HOPPER       | WORDS HUNTER                |
| FAY         | WINSLET      | WORDS HUNTER                |
| IAN         | TANDY        | WORDS HUNTER                |
| ZERO        | CAGE         | WORKER TARZAN               |
| PENELOPE    | PINKETT      | WORKER TARZAN               |
| JAYNE       | NEESON       | WORKER TARZAN               |
| SUSAN       | DAVIS        | WORKER TARZAN               |
| RUSSELL     | BACALL       | WORKER TARZAN               |
| JULIANNE    | DENCH        | WORKER TARZAN               |
| MINNIE      | KILMER       | WORKER TARZAN               |
| MERYL       | GIBSON       | WORKER TARZAN               |
| ROCK        | DUKAKIS      | WORKER TARZAN               |
| VAL         | BOLGER       | WORKING MICROCOSMOS         |
| KENNETH     | TORN         | WORKING MICROCOSMOS         |
| LUCILLE     | DEE          | WORKING MICROCOSMOS         |
| GEOFFREY    | HESTON       | WORKING MICROCOSMOS         |
| ROCK        | DUKAKIS      | WORKING MICROCOSMOS         |
| GARY        | PHOENIX      | WORLD LEATHERNECKS          |
| PENELOPE    | PINKETT      | WORLD LEATHERNECKS          |
| CHRISTIAN   | NEESON       | WORLD LEATHERNECKS          |
| JAYNE       | NEESON       | WORLD LEATHERNECKS          |
| CHRIS       | BRIDGES      | WORLD LEATHERNECKS          |
| SIDNEY      | CROWE        | WORLD LEATHERNECKS          |
| VIVIEN      | BASINGER     | WORLD LEATHERNECKS          |
| DEBBIE      | AKROYD       | WORLD LEATHERNECKS          |
| PARKER      | GOLDBERG     | WORST BANGER                |
| KIRSTEN     | AKROYD       | WORST BANGER                |
| SPENCER     | DEPP         | WORST BANGER                |
| MATTHEW     | CARREY       | WORST BANGER                |
| SPENCER     | DEPP         | WRATH MILE                  |
| CATE        | HARRIS       | WRATH MILE                  |
| RUSSELL     | TEMPLE       | WRATH MILE                  |
| KENNETH     | HOFFMAN      | WRATH MILE                  |
| MILLA       | PECK         | WRONG BEHAVIOR              |
| GARY        | PHOENIX      | WRONG BEHAVIOR              |
| CARY        | MCCONAUGHEY  | WRONG BEHAVIOR              |
| SIDNEY      | CROWE        | WRONG BEHAVIOR              |
| MORGAN      | MCDORMAND    | WRONG BEHAVIOR              |
| ED          | MANSFIELD    | WRONG BEHAVIOR              |
| MENA        | HOPPER       | WRONG BEHAVIOR              |
| GREGORY     | GOODING      | WRONG BEHAVIOR              |
| THORA       | TEMPLE       | WRONG BEHAVIOR              |
| BETTE       | NICHOLSON    | WYOMING STORM               |
| WOODY       | HOFFMAN      | WYOMING STORM               |
| SIDNEY      | CROWE        | WYOMING STORM               |
| HARRISON    | BALE         | WYOMING STORM               |
| PENELOPE    | MONROE       | WYOMING STORM               |
| JULIA       | ZELLWEGER    | WYOMING STORM               |
| REESE       | WEST         | YENTL IDAHO                 |
| ED          | CHASE        | YOUNG LANGUAGE              |
| JULIA       | MCQUEEN      | YOUNG LANGUAGE              |
| JAMES       | PITT         | YOUNG LANGUAGE              |
| CHRISTOPHER | WEST         | YOUNG LANGUAGE              |
| MENA        | HOPPER       | YOUNG LANGUAGE              |
| SANDRA      | KILMER       | YOUTH KICK                  |
| VAL         | BOLGER       | YOUTH KICK                  |
| SCARLETT    | BENING       | YOUTH KICK                  |
| IAN         | TANDY        | YOUTH KICK                  |
| MARY        | KEITEL       | YOUTH KICK                  |
| UMA         | WOOD         | ZHIVAGO CORE                |
| NICK        | STALLONE     | ZHIVAGO CORE                |
| GARY        | PENN         | ZHIVAGO CORE                |
| SALMA       | NOLTE        | ZHIVAGO CORE                |
| KENNETH     | HOFFMAN      | ZHIVAGO CORE                |
| WILLIAM     | HACKMAN      | ZHIVAGO CORE                |
| CARMEN      | HUNT         | ZOOLANDER FICTION           |
| MARY        | TANDY        | ZOOLANDER FICTION           |
| PENELOPE    | CRONYN       | ZOOLANDER FICTION           |
| WHOOPI      | HURT         | ZOOLANDER FICTION           |
| JADA        | RYDER        | ZOOLANDER FICTION           |
| IAN         | TANDY        | ZORRO ARK                   |
| NICK        | DEGENERES    | ZORRO ARK                   |
| LISA        | MONROE       | ZORRO ARK                   |
+-------------+--------------+-----------------------------+
5462 rows in set (0.0051 sec)

 MySQL  localhost:3306 ssl  sakila  SQL > select count(film_id)  from film_actor;
+----------------+
| count(film_id) |
+----------------+
|           5462 |
+----------------+
1 row in set (0.0040 sec)

 MySQL  localhost:3306 ssl  sakila  SQL > select a.first_name, a.last_name, count(b.film_id) on b.actor_id = a.actor_id group by a.actor_id;
ERROR: 1064 (42000): You have an error in your SQL syntax; check the manual that corresponds to your MySQL server version for the right syntax to use near 'on b.actor_id = a.actor_id group by a.actor_id' at line 1

 MySQL  localhost:3306 ssl  sakila  SQL > select a.first_name, a.last_name, count(b.film_id) on b.actor_id = a.actor_id group by a.actor_id;
ERROR: 1064 (42000): You have an error in your SQL syntax; check the manual that corresponds to your MySQL server version for the right syntax to use near 'on b.actor_id = a.actor_id group by a.actor_id' at line 1

 MySQL  localhost:3306 ssl  sakila  SQL > select a.first_name, a.last_name, count(b.film_id) from actor a inner join
                                       -> film_actor b on b.actor = b.actor_id group by a. actor;
ERROR: 1054 (42S22): Unknown column 'b.actor' in 'on clause'

 MySQL  localhost:3306 ssl  sakila  SQL > select a.first_name, a.last_name, count(b.film_id) from actor a inner join film_actor b on b.actor = b.actor_id group by a.actor_id;
ERROR: 1054 (42S22): Unknown column 'b.actor' in 'on clause'

 MySQL  localhost:3306 ssl  sakila  SQL > select a.first_name, a.last_name, count(b.film_id) from actor a inner join film_actor b on b.actor_id = b.actor_id group by a.actor_id;
+-------------+--------------+------------------+
| first_name  | last_name    | count(b.film_id) |
+-------------+--------------+------------------+
| PENELOPE    | GUINESS      |             5462 |
| NICK        | WAHLBERG     |             5462 |
| ED          | CHASE        |             5462 |
| JENNIFER    | DAVIS        |             5462 |
| JOHNNY      | LOLLOBRIGIDA |             5462 |
| BETTE       | NICHOLSON    |             5462 |
| GRACE       | MOSTEL       |             5462 |
| MATTHEW     | JOHANSSON    |             5462 |
| JOE         | SWANK        |             5462 |
| CHRISTIAN   | GABLE        |             5462 |
| ZERO        | CAGE         |             5462 |
| KARL        | BERRY        |             5462 |
| UMA         | WOOD         |             5462 |
| VIVIEN      | BERGEN       |             5462 |
| CUBA        | OLIVIER      |             5462 |
| FRED        | COSTNER      |             5462 |
| HELEN       | VOIGHT       |             5462 |
| DAN         | TORN         |             5462 |
| BOB         | FAWCETT      |             5462 |
| LUCILLE     | TRACY        |             5462 |
| KIRSTEN     | PALTROW      |             5462 |
| ELVIS       | MARX         |             5462 |
| SANDRA      | KILMER       |             5462 |
| CAMERON     | STREEP       |             5462 |
| KEVIN       | BLOOM        |             5462 |
| RIP         | CRAWFORD     |             5462 |
| JULIA       | MCQUEEN      |             5462 |
| WOODY       | HOFFMAN      |             5462 |
| ALEC        | WAYNE        |             5462 |
| SANDRA      | PECK         |             5462 |
| SISSY       | SOBIESKI     |             5462 |
| TIM         | HACKMAN      |             5462 |
| MILLA       | PECK         |             5462 |
| AUDREY      | OLIVIER      |             5462 |
| JUDY        | DEAN         |             5462 |
| BURT        | DUKAKIS      |             5462 |
| VAL         | BOLGER       |             5462 |
| TOM         | MCKELLEN     |             5462 |
| GOLDIE      | BRODY        |             5462 |
| JOHNNY      | CAGE         |             5462 |
| JODIE       | DEGENERES    |             5462 |
| TOM         | MIRANDA      |             5462 |
| KIRK        | JOVOVICH     |             5462 |
| NICK        | STALLONE     |             5462 |
| REESE       | KILMER       |             5462 |
| PARKER      | GOLDBERG     |             5462 |
| JULIA       | BARRYMORE    |             5462 |
| FRANCES     | DAY-LEWIS    |             5462 |
| ANNE        | CRONYN       |             5462 |
| NATALIE     | HOPKINS      |             5462 |
| GARY        | PHOENIX      |             5462 |
| CARMEN      | HUNT         |             5462 |
| MENA        | TEMPLE       |             5462 |
| PENELOPE    | PINKETT      |             5462 |
| FAY         | KILMER       |             5462 |
| DAN         | HARRIS       |             5462 |
| JUDE        | CRUISE       |             5462 |
| CHRISTIAN   | AKROYD       |             5462 |
| DUSTIN      | TAUTOU       |             5462 |
| HENRY       | BERRY        |             5462 |
| CHRISTIAN   | NEESON       |             5462 |
| JAYNE       | NEESON       |             5462 |
| CAMERON     | WRAY         |             5462 |
| RAY         | JOHANSSON    |             5462 |
| ANGELA      | HUDSON       |             5462 |
| MARY        | TANDY        |             5462 |
| JESSICA     | BAILEY       |             5462 |
| RIP         | WINSLET      |             5462 |
| KENNETH     | PALTROW      |             5462 |
| MICHELLE    | MCCONAUGHEY  |             5462 |
| ADAM        | GRANT        |             5462 |
| SEAN        | WILLIAMS     |             5462 |
| GARY        | PENN         |             5462 |
| MILLA       | KEITEL       |             5462 |
| BURT        | POSEY        |             5462 |
| ANGELINA    | ASTAIRE      |             5462 |
| CARY        | MCCONAUGHEY  |             5462 |
| GROUCHO     | SINATRA      |             5462 |
| MAE         | HOFFMAN      |             5462 |
| RALPH       | CRUZ         |             5462 |
| SCARLETT    | DAMON        |             5462 |
| WOODY       | JOLIE        |             5462 |
| BEN         | WILLIS       |             5462 |
| JAMES       | PITT         |             5462 |
| MINNIE      | ZELLWEGER    |             5462 |
| GREG        | CHAPLIN      |             5462 |
| SPENCER     | PECK         |             5462 |
| KENNETH     | PESCI        |             5462 |
| CHARLIZE    | DENCH        |             5462 |
| SEAN        | GUINESS      |             5462 |
| CHRISTOPHER | BERRY        |             5462 |
| KIRSTEN     | AKROYD       |             5462 |
| ELLEN       | PRESLEY      |             5462 |
| KENNETH     | TORN         |             5462 |
| DARYL       | WAHLBERG     |             5462 |
| GENE        | WILLIS       |             5462 |
| MEG         | HAWKE        |             5462 |
| CHRIS       | BRIDGES      |             5462 |
| JIM         | MOSTEL       |             5462 |
| SPENCER     | DEPP         |             5462 |
| SUSAN       | DAVIS        |             5462 |
| WALTER      | TORN         |             5462 |
| MATTHEW     | LEIGH        |             5462 |
| PENELOPE    | CRONYN       |             5462 |
| SIDNEY      | CROWE        |             5462 |
| GROUCHO     | DUNST        |             5462 |
| GINA        | DEGENERES    |             5462 |
| WARREN      | NOLTE        |             5462 |
| SYLVESTER   | DERN         |             5462 |
| SUSAN       | DAVIS        |             5462 |
| CAMERON     | ZELLWEGER    |             5462 |
| RUSSELL     | BACALL       |             5462 |
| MORGAN      | HOPKINS      |             5462 |
| MORGAN      | MCDORMAND    |             5462 |
| HARRISON    | BALE         |             5462 |
| DAN         | STREEP       |             5462 |
| RENEE       | TRACY        |             5462 |
| CUBA        | ALLEN        |             5462 |
| WARREN      | JACKMAN      |             5462 |
| PENELOPE    | MONROE       |             5462 |
| LIZA        | BERGMAN      |             5462 |
| SALMA       | NOLTE        |             5462 |
| JULIANNE    | DENCH        |             5462 |
| SCARLETT    | BENING       |             5462 |
| ALBERT      | NOLTE        |             5462 |
| FRANCES     | TOMEI        |             5462 |
| KEVIN       | GARLAND      |             5462 |
| CATE        | MCQUEEN      |             5462 |
| DARYL       | CRAWFORD     |             5462 |
| GRETA       | KEITEL       |             5462 |
| JANE        | JACKMAN      |             5462 |
| ADAM        | HOPPER       |             5462 |
| RICHARD     | PENN         |             5462 |
| GENE        | HOPKINS      |             5462 |
| RITA        | REYNOLDS     |             5462 |
| ED          | MANSFIELD    |             5462 |
| MORGAN      | WILLIAMS     |             5462 |
| LUCILLE     | DEE          |             5462 |
| EWAN        | GOODING      |             5462 |
| WHOOPI      | HURT         |             5462 |
| CATE        | HARRIS       |             5462 |
| JADA        | RYDER        |             5462 |
| RIVER       | DEAN         |             5462 |
| ANGELA      | WITHERSPOON  |             5462 |
| KIM         | ALLEN        |             5462 |
| ALBERT      | JOHANSSON    |             5462 |
| FAY         | WINSLET      |             5462 |
| EMILY       | DEE          |             5462 |
| RUSSELL     | TEMPLE       |             5462 |
| JAYNE       | NOLTE        |             5462 |
| GEOFFREY    | HESTON       |             5462 |
| BEN         | HARRIS       |             5462 |
| MINNIE      | KILMER       |             5462 |
| MERYL       | GIBSON       |             5462 |
| IAN         | TANDY        |             5462 |
| FAY         | WOOD         |             5462 |
| GRETA       | MALDEN       |             5462 |
| VIVIEN      | BASINGER     |             5462 |
| LAURA       | BRODY        |             5462 |
| CHRIS       | DEPP         |             5462 |
| HARVEY      | HOPE         |             5462 |
| OPRAH       | KILMER       |             5462 |
| CHRISTOPHER | WEST         |             5462 |
| HUMPHREY    | WILLIS       |             5462 |
| AL          | GARLAND      |             5462 |
| NICK        | DEGENERES    |             5462 |
| LAURENCE    | BULLOCK      |             5462 |
| WILL        | WILSON       |             5462 |
| KENNETH     | HOFFMAN      |             5462 |
| MENA        | HOPPER       |             5462 |
| OLYMPIA     | PFEIFFER     |             5462 |
| GROUCHO     | WILLIAMS     |             5462 |
| ALAN        | DREYFUSS     |             5462 |
| MICHAEL     | BENING       |             5462 |
| WILLIAM     | HACKMAN      |             5462 |
| JON         | CHASE        |             5462 |
| GENE        | MCKELLEN     |             5462 |
| LISA        | MONROE       |             5462 |
| ED          | GUINESS      |             5462 |
| JEFF        | SILVERSTONE  |             5462 |
| MATTHEW     | CARREY       |             5462 |
| DEBBIE      | AKROYD       |             5462 |
| RUSSELL     | CLOSE        |             5462 |
| HUMPHREY    | GARLAND      |             5462 |
| MICHAEL     | BOLGER       |             5462 |
| JULIA       | ZELLWEGER    |             5462 |
| RENEE       | BALL         |             5462 |
| ROCK        | DUKAKIS      |             5462 |
| CUBA        | BIRCH        |             5462 |
| AUDREY      | BAILEY       |             5462 |
| GREGORY     | GOODING      |             5462 |
| JOHN        | SUVARI       |             5462 |
| BURT        | TEMPLE       |             5462 |
| MERYL       | ALLEN        |             5462 |
| JAYNE       | SILVERSTONE  |             5462 |
| BELA        | WALKEN       |             5462 |
| REESE       | WEST         |             5462 |
| MARY        | KEITEL       |             5462 |
| JULIA       | FAWCETT      |             5462 |
| THORA       | TEMPLE       |             5462 |
+-------------+--------------+------------------+
200 rows in set (1.3465 sec)

 MySQL  localhost:3306 ssl  sakila  SQL > select a.first_name, a.last_name, count(b.film_id) as numero_pelis from actor
                                       -> a inner join film_actor b on a.actor_id = b.actor_id group by a.actor_id having numero_pelis > 20;
+-------------+--------------+--------------+
| first_name  | last_name    | numero_pelis |
+-------------+--------------+--------------+
| NICK        | WAHLBERG     |           25 |
| ED          | CHASE        |           22 |
| JENNIFER    | DAVIS        |           22 |
| JOHNNY      | LOLLOBRIGIDA |           29 |
| GRACE       | MOSTEL       |           30 |
| JOE         | SWANK        |           25 |
| CHRISTIAN   | GABLE        |           22 |
| ZERO        | CAGE         |           25 |
| KARL        | BERRY        |           31 |
| UMA         | WOOD         |           35 |
| VIVIEN      | BERGEN       |           30 |
| CUBA        | OLIVIER      |           28 |
| FRED        | COSTNER      |           27 |
| HELEN       | VOIGHT       |           32 |
| DAN         | TORN         |           22 |
| BOB         | FAWCETT      |           25 |
| LUCILLE     | TRACY        |           30 |
| KIRSTEN     | PALTROW      |           27 |
| ELVIS       | MARX         |           26 |
| SANDRA      | KILMER       |           37 |
| CAMERON     | STREEP       |           24 |
| KEVIN       | BLOOM        |           21 |
| RIP         | CRAWFORD     |           33 |
| JULIA       | MCQUEEN      |           33 |
| WOODY       | HOFFMAN      |           31 |
| ALEC        | WAYNE        |           29 |
| TIM         | HACKMAN      |           23 |
| MILLA       | PECK         |           24 |
| AUDREY      | OLIVIER      |           25 |
| BURT        | DUKAKIS      |           29 |
| VAL         | BOLGER       |           35 |
| TOM         | MCKELLEN     |           25 |
| GOLDIE      | BRODY        |           28 |
| JOHNNY      | CAGE         |           29 |
| JODIE       | DEGENERES    |           29 |
| TOM         | MIRANDA      |           27 |
| KIRK        | JOVOVICH     |           26 |
| NICK        | STALLONE     |           30 |
| REESE       | KILMER       |           32 |
| PARKER      | GOLDBERG     |           24 |
| JULIA       | BARRYMORE    |           24 |
| FRANCES     | DAY-LEWIS    |           26 |
| ANNE        | CRONYN       |           27 |
| NATALIE     | HOPKINS      |           32 |
| GARY        | PHOENIX      |           25 |
| CARMEN      | HUNT         |           26 |
| MENA        | TEMPLE       |           30 |
| PENELOPE    | PINKETT      |           25 |
| DAN         | HARRIS       |           28 |
| JUDE        | CRUISE       |           30 |
| CHRISTIAN   | AKROYD       |           32 |
| DUSTIN      | TAUTOU       |           27 |
| HENRY       | BERRY        |           35 |
| CHRISTIAN   | NEESON       |           25 |
| JAYNE       | NEESON       |           29 |
| RAY         | JOHANSSON    |           30 |
| ANGELA      | HUDSON       |           34 |
| MARY        | TANDY        |           31 |
| JESSICA     | BAILEY       |           23 |
| RIP         | WINSLET      |           30 |
| KENNETH     | PALTROW      |           21 |
| MICHELLE    | MCCONAUGHEY  |           23 |
| SEAN        | WILLIAMS     |           26 |
| GARY        | PENN         |           26 |
| MILLA       | KEITEL       |           28 |
| BURT        | POSEY        |           24 |
| ANGELINA    | ASTAIRE      |           31 |
| CARY        | MCCONAUGHEY  |           24 |
| GROUCHO     | SINATRA      |           26 |
| MAE         | HOFFMAN      |           28 |
| RALPH       | CRUZ         |           28 |
| SCARLETT    | DAMON        |           36 |
| WOODY       | JOLIE        |           31 |
| BEN         | WILLIS       |           33 |
| JAMES       | PITT         |           31 |
| MINNIE      | ZELLWEGER    |           31 |
| GREG        | CHAPLIN      |           27 |
| SPENCER     | PECK         |           21 |
| CHARLIZE    | DENCH        |           24 |
| SEAN        | GUINESS      |           33 |
| KIRSTEN     | AKROYD       |           34 |
| ELLEN       | PRESLEY      |           25 |
| KENNETH     | TORN         |           33 |
| DARYL       | WAHLBERG     |           31 |
| GENE        | WILLIS       |           23 |
| MEG         | HAWKE        |           27 |
| CHRIS       | BRIDGES      |           27 |
| JIM         | MOSTEL       |           26 |
| SPENCER     | DEPP         |           24 |
| SUSAN       | DAVIS        |           33 |
| WALTER      | TORN         |           41 |
| MATTHEW     | LEIGH        |           30 |
| PENELOPE    | CRONYN       |           31 |
| SIDNEY      | CROWE        |           34 |
| GROUCHO     | DUNST        |           35 |
| GINA        | DEGENERES    |           42 |
| WARREN      | NOLTE        |           34 |
| SYLVESTER   | DERN         |           22 |
| SUSAN       | DAVIS        |           21 |
| CAMERON     | ZELLWEGER    |           33 |
| RUSSELL     | BACALL       |           25 |
| MORGAN      | HOPKINS      |           27 |
| MORGAN      | MCDORMAND    |           25 |
| HARRISON    | BALE         |           28 |
| DAN         | STREEP       |           24 |
| RENEE       | TRACY        |           33 |
| CUBA        | ALLEN        |           25 |
| WARREN      | JACKMAN      |           32 |
| PENELOPE    | MONROE       |           27 |
| LIZA        | BERGMAN      |           25 |
| SALMA       | NOLTE        |           25 |
| JULIANNE    | DENCH        |           32 |
| SCARLETT    | BENING       |           26 |
| ALBERT      | NOLTE        |           31 |
